city,zip_code,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_score,cltv,churn_reason,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
march air reserve base,92518,33.888323,-117.277533,68,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.15,1498.85,70,5987,missing,1005,1,0,0,0,1,1,0
lake elsinore,92530,33.655421,-117.391751,1,yes,dsl,no,no,no,no,no,no,month-to-month,electronic check,50.1,50.1,57,5617,missing,38519,0,0,0,0,1,1,0
lake elsinore,92532,33.705836,-117.318204,25,no,fiber optic,no,no,yes,no,no,no,month-to-month,electronic check,74.6,1797.75,35,4591,missing,4546,0,0,1,0,1,1,0
aguanga,92536,33.482243,-116.827173,24,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.75,498.1,43,2639,missing,2433,0,0,0,1,1,0,0
hemet,92544,33.644585,-116.871544,51,yes,fiber optic,no,yes,yes,no,yes,yes,one year,bank transfer (automatic),106.8,5498.8,33,4640,missing,39264,1,0,1,0,1,1,0
hemet,92545,33.734933,-117.044145,57,yes,dsl,yes,no,yes,yes,yes,yes,two year,electronic check,84.5,4845.4,41,5928,missing,25694,0,0,1,0,1,1,0
homeland,92548,33.761894,-117.120868,15,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.05,369.1,43,5218,missing,4283,0,0,0,0,1,0,0
idyllwild,92549,33.755039,-116.741796,72,no,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),83.7,6096.9,36,4592,missing,3588,0,0,1,0,1,1,0
moreno valley,92553,33.923149,-117.244933,28,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,credit card (automatic),96.6,2684.35,43,5530,missing,61205,1,0,1,0,1,0,0
moreno valley,92557,33.970661,-117.255039,70,no,fiber optic,yes,yes,yes,yes,yes,no,two year,credit card (automatic),101.1,6994.8,62,4226,missing,46214,1,0,1,1,1,1,0
mountain center,92561,33.638645,-116.55783,13,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.2,273.25,34,2953,missing,1500,0,0,0,0,1,0,0
murrieta,92562,33.548869,-117.334165,59,yes,fiber optic,yes,yes,yes,yes,no,no,one year,electronic check,94.05,5483.9,30,5061,missing,36149,0,1,1,0,1,1,0
perris,92570,33.787298,-117.320676,62,no,dsl,yes,no,yes,yes,yes,yes,two year,mailed check,81.0,4985.9,31,4684,missing,36817,0,0,1,0,1,0,0
perris,92571,33.828289,-117.201666,21,no,dsl,yes,no,yes,yes,no,no,one year,electronic check,60.25,1258.35,25,4870,missing,26357,0,0,0,0,1,1,0
san jacinto,92582,33.806708,-117.02007,2,no,dsl,no,no,yes,no,no,yes,month-to-month,electronic check,60.85,111.4,54,3796,missing,4456,0,0,0,0,1,0,0
san jacinto,92583,33.796568,-116.924723,1,no,dsl,no,no,no,no,no,no,month-to-month,credit card (automatic),43.95,43.95,20,5684,missing,21349,0,0,0,0,1,0,0
menifee,92584,33.653338,-117.178271,4,no,fiber optic,no,no,yes,no,no,yes,month-to-month,electronic check,86.05,308.1,55,3653,missing,14068,1,0,0,0,1,0,0
sun city,92585,33.739412,-117.173334,19,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),20.25,383.65,78,5586,missing,8692,0,0,0,0,1,0,0
sun city,92587,33.69887,-117.25071,67,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.4,1284.2,70,4890,missing,13151,1,0,1,1,1,1,0
temecula,92590,33.475493,-117.219551,72,yes,fiber optic,yes,yes,yes,no,no,yes,two year,credit card (automatic),102.65,7550.3,66,4680,missing,3070,1,1,1,0,1,1,0
temecula,92591,33.540604,-117.10909,53,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.9,1110.05,61,4157,missing,25655,1,0,1,0,1,0,0
temecula,92592,33.507255,-117.029473,5,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,electronic check,19.55,99.6,47,2575,missing,46171,0,0,0,0,1,0,0
wildomar,92595,33.617108,-117.253349,71,no,fiber optic,no,yes,yes,yes,no,yes,two year,credit card (automatic),95.5,6707.15,80,6412,missing,19368,1,1,1,0,1,1,0
winchester,92596,33.657433,-117.04254,50,yes,dsl,no,yes,yes,yes,yes,yes,one year,credit card (automatic),84.15,4164.4,43,4625,missing,4093,0,0,1,0,1,1,0
irvine,92602,33.720359,-117.733655,56,yes,fiber optic,no,no,yes,yes,yes,yes,two year,electronic check,103.2,5873.75,55,4478,missing,2762,1,0,1,1,1,1,0
irvine,92604,33.688546,-117.788091,2,no,dsl,no,no,no,yes,no,no,month-to-month,credit card (automatic),50.2,109.25,59,4697,missing,27369,1,0,0,0,1,1,0
irvine,92612,33.643095,-117.810896,46,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.95,862.4,75,3574,missing,41062,1,0,1,1,1,0,0
irvine,92614,33.680302,-117.833296,71,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,electronic check,116.25,8564.75,47,6124,missing,22499,1,0,1,0,1,1,0
irvine,92618,33.667145,-117.732135,29,no phone service,dsl,no,no,no,yes,no,no,month-to-month,electronic check,31.2,926.2,39,4761,missing,6301,0,0,0,0,0,1,0
irvine,92620,33.716136,-117.752574,69,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.45,1718.2,39,5295,missing,26419,1,0,1,1,1,0,0
capistrano beach,92624,33.458754,-117.665104,71,yes,dsl,no,yes,yes,yes,yes,yes,two year,credit card (automatic),84.2,5956.85,33,4753,missing,7465,1,0,1,0,1,0,0
costa mesa,92626,33.678591,-117.905471,56,no,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),85.65,4824.45,70,6500,missing,48207,1,1,1,0,1,1,0
costa mesa,92627,33.645672,-117.922613,56,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,21.2,1238.65,23,6473,missing,62069,1,0,0,0,1,1,0
lake forest,92630,33.644849,-117.684254,28,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,25.55,672.2,39,3493,missing,59176,0,0,1,0,1,0,0
huntington beach,92646,33.666301,-117.969501,19,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,382.2,64,3636,missing,56517,0,0,1,1,1,0,0
huntington beach,92647,33.723579,-118.005441,66,yes,dsl,no,no,no,yes,no,yes,month-to-month,electronic check,63.85,4264.6,72,5956,missing,58764,1,0,1,0,1,0,0
huntington beach,92648,33.679659,-118.016195,17,yes,dsl,no,no,yes,yes,no,no,one year,mailed check,61.95,1070.7,27,4759,missing,42663,0,0,1,0,1,1,0
huntington beach,92649,33.721917,-118.043237,52,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,25.75,1345.85,21,4676,missing,32304,1,0,1,1,1,0,0
laguna beach,92651,33.570023,-117.773669,19,no,dsl,no,yes,no,no,yes,no,one year,electronic check,58.2,1045.25,73,4033,missing,25206,0,0,0,0,1,0,0
laguna hills,92653,33.606899,-117.717854,36,no,dsl,yes,yes,yes,yes,yes,yes,one year,bank transfer (automatic),85.85,3003.55,64,4898,missing,48273,0,0,0,0,1,0,0
aliso viejo,92656,33.571259,-117.731917,72,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,credit card (automatic),104.9,7537.5,35,4927,missing,41237,1,0,1,1,1,1,0
newport beach,92660,33.634626,-117.874882,34,no,fiber optic,no,yes,yes,no,yes,yes,one year,electronic check,99.85,3343.15,71,5626,missing,28687,1,1,0,0,1,1,0
san clemente,92672,33.429488,-117.609432,8,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.55,161.15,31,4909,missing,34946,1,0,1,0,1,1,0
san clemente,92673,33.4725,-117.584273,69,yes,fiber optic,no,no,yes,yes,yes,yes,two year,electronic check,104.0,7028.5,63,5902,missing,15297,0,0,0,0,1,0,0
san juan capistrano,92675,33.521447,-117.602555,50,yes,fiber optic,yes,no,yes,no,yes,yes,one year,mailed check,104.4,5232.9,26,6100,missing,34321,0,0,1,0,1,1,0
silverado,92676,33.782346,-117.635263,10,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.5,225.85,80,5039,missing,1859,1,0,0,0,1,0,0
laguna niguel,92677,33.529047,-117.701175,12,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),25.25,274.7,49,2646,missing,62103,0,0,1,1,1,0,0
westminster,92683,33.752591,-117.993661,70,no phone service,dsl,yes,no,yes,yes,no,yes,two year,bank transfer (automatic),49.85,3370.2,26,5460,missing,88230,0,0,1,0,0,1,0
rancho santa margarita,92688,33.624654,-117.611733,64,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,bank transfer (automatic),108.95,7111.3,26,5780,missing,42193,0,1,0,0,1,1,0
mission viejo,92691,33.611945,-117.665867,66,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),89.9,5958.85,20,4082,missing,46371,0,0,1,0,1,0,0
mission viejo,92692,33.60693,-117.644253,71,no,dsl,yes,no,yes,yes,yes,yes,two year,credit card (automatic),82.0,5999.85,72,5770,missing,46227,0,0,1,0,1,1,0
ladera ranch,92694,33.569186,-117.640055,20,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,89.95,1648.45,33,4812,missing,350,1,1,0,0,1,0,0
santa ana,92701,33.748478,-117.858918,72,no,dsl,yes,yes,no,yes,yes,yes,two year,bank transfer (automatic),79.35,5753.25,55,4278,missing,58157,1,0,1,0,1,1,0
santa ana,92703,33.748635,-117.906125,71,no,dsl,yes,yes,yes,yes,no,no,two year,credit card (automatic),64.05,4492.9,71,4374,missing,70011,0,0,1,0,1,0,0
santa ana,92704,33.719869,-117.907063,38,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,credit card (automatic),101.15,3956.7,34,3738,missing,91188,1,0,1,1,1,1,0
santa ana,92707,33.714829,-117.872941,33,no phone service,dsl,no,yes,no,no,yes,no,one year,electronic check,39.1,1309,40,2855,missing,62634,1,0,0,0,0,1,0
fountain valley,92708,33.712036,-117.950113,23,no phone service,dsl,yes,no,no,yes,no,no,two year,mailed check,34.6,813.45,73,4445,missing,54548,0,0,1,0,0,0,0
tustin,92780,33.735802,-117.818805,58,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,electronic check,19.55,1108.8,72,4801,missing,55062,1,0,1,0,1,1,0
tustin,92782,33.738543,-117.785046,70,yes,fiber optic,no,yes,no,yes,yes,yes,two year,bank transfer (automatic),104.45,7349.35,27,5004,missing,17494,0,1,1,0,1,1,0
anaheim,92801,33.844983,-117.952151,4,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.5,294.2,68,2896,missing,60553,1,0,1,0,1,0,0
anaheim,92802,33.807864,-117.923782,45,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,20.35,929.2,62,4210,missing,45086,1,0,1,1,1,0,0
anaheim,92805,33.830209,-117.906099,36,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.45,754.5,39,5745,missing,68802,1,0,1,1,1,0,0
anaheim,92806,33.83796,-117.870494,54,no,dsl,yes,yes,no,yes,yes,no,month-to-month,mailed check,69.9,3883.3,65,6092,missing,34398,1,0,0,0,1,1,0
anaheim,92807,33.848733,-117.788357,23,yes,dsl,no,yes,no,yes,no,no,two year,mailed check,59.7,1414.2,49,3464,missing,36301,1,0,1,0,1,0,0
anaheim,92808,33.850452,-117.726668,41,yes,dsl,yes,yes,yes,no,yes,no,one year,credit card (automatic),78.35,3211.2,44,2894,missing,19629,0,0,1,0,1,1,0
brea,92821,33.930199,-117.862898,5,no,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,71.45,371.6,36,5171,missing,34055,1,1,0,0,1,1,0
brea,92823,33.924143,-117.79387,27,no phone service,dsl,no,yes,yes,no,no,yes,one year,credit card (automatic),45.85,1246.4,49,2068,missing,1408,1,0,1,0,0,1,0
fullerton,92831,33.879983,-117.895482,1,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,electronic check,95.85,95.85,23,3270,missing,34592,0,0,0,0,1,1,0
fullerton,92832,33.868316,-117.929029,67,no phone service,dsl,yes,no,no,yes,no,no,two year,credit card (automatic),35.7,2545.7,25,5655,missing,24502,0,0,1,0,0,0,0
fullerton,92833,33.877639,-117.961212,72,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),89.55,6448.85,25,4993,missing,46105,0,1,1,0,1,1,0
fullerton,92835,33.902211,-117.914922,56,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),24.95,1468.9,76,5243,missing,21157,0,0,1,1,1,1,0
garden grove,92840,33.787165,-117.931889,44,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,electronic check,24.85,1013.6,58,5331,missing,50641,1,0,1,0,1,0,0
garden grove,92841,33.786738,-117.982564,66,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,100.8,6690.75,32,5469,missing,31428,0,1,1,0,1,1,0
garden grove,92844,33.766476,-117.969795,69,yes,fiber optic,no,no,yes,yes,yes,yes,two year,bank transfer (automatic),105.35,7240.65,34,5268,missing,23481,0,0,1,0,1,0,0
norco,92860,33.925833,-117.559639,40,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.65,830.25,75,3878,missing,22443,0,0,0,0,1,0,0
villa park,92861,33.817473,-117.810462,30,yes,dsl,yes,no,no,no,no,no,month-to-month,bank transfer (automatic),54.45,1588.7,38,2613,missing,5935,1,0,1,1,1,1,0
orange,92865,33.828779,-117.848299,11,no,dsl,no,no,no,yes,yes,yes,month-to-month,mailed check,70.5,829.3,75,5541,missing,18058,0,0,0,0,1,0,0
orange,92866,33.784597,-117.844535,15,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,302.45,71,4359,missing,15396,0,0,0,0,1,0,0
orange,92867,33.81859,-117.821288,11,no,dsl,no,no,yes,no,yes,yes,month-to-month,electronic check,69.35,712.25,47,2288,missing,40915,1,0,0,0,1,1,0
orange,92868,33.787796,-117.875928,64,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,1336.65,31,5384,missing,23172,0,0,1,0,1,0,0
orange,92869,33.792791,-117.789749,72,no,dsl,yes,yes,yes,yes,yes,no,two year,bank transfer (automatic),74.4,5360.75,58,5590,missing,37916,1,1,1,0,1,0,0
placentia,92870,33.881158,-117.854783,72,yes,fiber optic,yes,yes,yes,yes,no,no,two year,bank transfer (automatic),93.05,6735.05,39,4988,missing,48170,1,1,1,0,1,1,0
corona,92879,33.893823,-117.531446,1,no,dsl,yes,no,no,no,no,no,month-to-month,mailed check,51.2,51.2,51,3699,missing,44875,0,0,0,1,1,0,0
corona,92880,33.918043,-117.617809,15,no,dsl,yes,yes,yes,yes,no,no,one year,credit card (automatic),65.6,1010,28,2976,missing,16998,0,0,0,0,1,0,0
corona,92881,33.833686,-117.513063,60,yes,dsl,no,no,yes,yes,yes,yes,one year,credit card (automatic),80.55,4847.05,52,4159,missing,21911,0,0,0,0,1,0,0
corona,92882,33.819385,-117.600213,56,no,dsl,yes,no,yes,no,no,no,one year,mailed check,52.7,3019.7,63,4753,missing,60294,1,0,0,0,1,0,0
corona,92883,33.762351,-117.488725,8,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,20.85,161.65,23,4249,missing,13188,0,0,0,0,1,0,0
yorba linda,92887,33.884073,-117.732197,49,yes,dsl,no,no,no,no,no,no,month-to-month,credit card (automatic),52.15,2583.75,40,5224,missing,20893,0,0,1,0,1,1,0
ventura,93004,34.278697,-119.167798,70,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),114.95,7711.25,26,4511,missing,27381,1,0,0,0,1,1,0
camarillo,93012,34.205504,-118.993111,52,no,fiber optic,yes,no,yes,yes,yes,yes,one year,bank transfer (automatic),104.45,5481.25,78,5490,missing,24945,1,1,1,0,1,1,0
carpinteria,93013,34.441398,-119.513163,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),113.65,8124.2,79,6469,missing,17409,0,0,1,0,1,1,0
fillmore,93015,34.408161,-118.865111,40,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.6,827.3,27,3091,missing,16013,0,0,0,0,1,1,0
ojai,93023,34.581308,-118.931948,40,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,91.55,3673.6,59,5742,missing,21633,0,1,0,0,1,1,0
oxnard,93030,34.223244,-119.18012,1,no,dsl,no,no,yes,no,no,no,month-to-month,electronic check,49.85,49.85,49,5323,missing,79736,1,0,0,1,1,1,0
oxnard,93033,34.156629,-119.117218,30,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,576.65,74,4006,missing,77791,1,0,1,0,1,0,0
port hueneme,93041,34.110124,-119.100972,44,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,electronic check,104.15,4495.65,32,2944,missing,25634,0,1,1,0,1,0,0
simi valley,93063,34.296813,-118.685703,7,no,dsl,yes,no,no,no,no,no,month-to-month,electronic check,48.2,340.35,34,5525,missing,49027,0,1,0,0,1,1,0
simi valley,93065,34.269449,-118.768471,72,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),25.1,1789.9,74,5751,missing,64802,1,1,0,0,1,1,0
somis,93066,34.297628,-119.014627,8,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,credit card (automatic),100.15,908.55,42,5157,missing,2966,0,1,0,0,1,1,0
santa barbara,93105,34.037342,-119.80079,3,no,dsl,yes,no,yes,no,no,no,month-to-month,mailed check,55.9,157.55,36,4648,missing,25771,1,0,0,1,1,0,0
santa barbara,93109,34.406256,-119.726936,8,no,dsl,no,no,yes,yes,no,yes,month-to-month,credit card (automatic),64.4,581.7,78,4537,missing,10986,1,1,1,0,1,1,0
santa barbara,93111,34.460197,-119.802602,5,no,fiber optic,no,yes,no,no,yes,no,month-to-month,mailed check,85.3,420.45,67,2689,missing,16477,0,0,0,0,1,1,0
goleta,93117,34.489983,-120.091246,72,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,mailed check,107.45,7576.7,28,5246,missing,49975,0,0,1,1,1,0,0
arvin,93203,35.116307,-118.817644,54,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),91.3,4965,27,5907,missing,16206,0,0,1,0,1,0,0
avenal,93204,35.916943,-120.129921,72,yes,dsl,no,yes,yes,yes,yes,yes,two year,bank transfer (automatic),85.95,6151.9,62,6450,missing,14697,1,0,1,0,1,0,0
california hot springs,93207,35.865795,-118.69759,1,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,45.2,45.2,44,4576,missing,226,1,1,0,0,1,0,0
coalinga,93210,36.186867,-120.387793,69,yes,fiber optic,no,no,yes,no,no,no,two year,credit card (automatic),79.2,5420.65,63,4072,missing,18036,1,0,1,1,1,1,0
corcoran,93212,36.04533,-119.532424,48,no,dsl,yes,yes,no,no,no,no,two year,credit card (automatic),55.5,2627.35,48,4975,missing,23506,0,0,0,0,1,0,0
ducor,93218,35.846067,-119.004073,8,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,electronic check,90.25,743.75,76,4969,missing,823,0,0,1,0,1,1,0
earlimart,93219,35.858054,-119.305858,71,yes,dsl,yes,yes,yes,yes,yes,yes,two year,mailed check,91.25,6589.6,30,5529,missing,9318,1,0,1,0,1,1,0
frazier park,93222,34.907911,-119.234281,67,no,fiber optic,yes,yes,no,no,yes,yes,one year,credit card (automatic),100.9,6733.15,31,4078,missing,1526,1,0,1,0,1,1,0
farmersville,93223,36.29878,-119.201028,34,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,bank transfer (automatic),97.7,3410,39,5789,missing,8644,1,0,1,1,1,1,0
fellows,93224,35.215731,-119.57013,3,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.85,199.85,40,4764,missing,626,0,0,0,0,1,1,0
frazier park,93225,34.827662,-118.999073,9,no,dsl,no,yes,no,yes,yes,no,one year,mailed check,65.6,593.3,65,2205,missing,4498,0,0,1,0,1,1,0
glennville,93226,35.735694,-118.738483,71,no,fiber optic,yes,yes,yes,no,yes,yes,one year,bank transfer (automatic),104.65,7288.4,74,6101,missing,296,1,0,1,1,1,1,0
hanford,93230,36.29223,-119.622676,57,yes,fiber optic,no,no,no,yes,yes,no,two year,credit card (automatic),90.45,5229.8,24,5076,missing,53204,1,0,0,0,1,1,0
huron,93234,36.217864,-120.080117,72,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),63.7,4464.8,46,4921,missing,6918,1,0,0,0,0,1,0
ivanhoe,93235,36.385818,-119.224243,48,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,electronic check,104.5,5068.05,71,3847,missing,4517,0,1,1,1,1,1,0
kernville,93238,35.852892,-118.397782,18,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.1,401.85,57,5586,missing,1873,1,0,0,0,1,0,0
kettleman city,93239,35.996923,-120.000951,43,yes,fiber optic,no,no,yes,yes,yes,yes,one year,credit card (automatic),104.3,4451.85,60,3927,missing,1809,1,0,1,1,1,1,0
lake isabella,93240,35.607875,-118.466318,72,yes,dsl,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),93.25,6688.95,28,5197,missing,5564,0,0,1,0,1,1,0
lamont,93241,35.245035,-118.905553,35,yes,dsl,no,no,no,yes,yes,yes,one year,bank transfer (automatic),73.45,2661.1,66,4719,missing,15364,1,0,1,0,1,1,0
laton,93242,36.444232,-119.718285,4,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.7,73.05,76,4676,missing,2900,1,0,0,0,1,0,0
lebec,93243,34.845861,-118.885163,49,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,25.25,1211.65,35,5616,missing,1247,0,0,1,1,1,0,0
lemon cove,93244,36.462671,-118.997291,71,yes,fiber optic,yes,yes,yes,no,yes,no,two year,bank transfer (automatic),100.5,7030.65,41,4080,missing,293,0,0,1,1,1,0,0
lemoore,93245,36.303666,-119.825657,11,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,90.6,1020.2,65,2004,missing,30419,1,0,1,1,1,0,0
lindsay,93247,36.205465,-119.085807,63,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),89.4,5597.65,80,5004,missing,15508,1,0,1,0,1,1,0
lost hills,93249,35.637715,-119.893068,65,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,bank transfer (automatic),95.45,6223.3,62,4168,missing,2502,0,1,0,0,1,1,0
mc farland,93250,35.666886,-119.186717,49,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),20.45,1024.65,20,4784,missing,10781,0,0,0,1,1,0,0
new cuyama,93254,34.956577,-119.750142,4,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,electronic check,19.95,82.9,26,2951,missing,798,0,0,1,1,1,1,0
onyx,93255,35.676978,-118.101378,72,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,credit card (automatic),109.15,7789.6,46,4807,missing,655,0,0,1,0,1,0,0
pixley,93256,35.957019,-119.330928,26,no,fiber optic,no,no,yes,no,yes,no,month-to-month,credit card (automatic),85.7,2067,23,3935,missing,4198,0,1,1,0,1,1,0
porterville,93257,36.008958,-118.891593,35,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,bank transfer (automatic),102.05,3452.55,35,3199,missing,65566,0,1,1,0,1,0,0
posey,93260,35.861928,-118.636698,57,yes,fiber optic,no,yes,no,yes,no,yes,one year,electronic check,94.7,5468.95,70,4507,missing,266,0,0,0,0,1,0,0
richgrove,93261,35.809921,-119.127437,28,yes,dsl,no,yes,no,no,no,yes,month-to-month,electronic check,64.4,1802.15,48,2434,missing,2956,1,0,1,1,1,0,0
sequoia national park,93262,36.527243,-118.594938,25,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,26.8,733.55,78,3428,missing,56,0,0,1,0,1,1,0
shafter,93263,35.490705,-119.286833,47,no,dsl,yes,no,yes,no,yes,no,one year,credit card (automatic),66.05,3021.45,73,3404,missing,15177,0,0,1,0,1,1,0
springville,93265,36.245926,-118.693138,57,yes,dsl,yes,yes,no,yes,no,no,month-to-month,bank transfer (automatic),65.2,3687.85,76,4491,missing,3546,0,0,1,1,1,0,0
stratford,93266,36.175255,-119.813805,16,yes,fiber optic,no,no,no,no,yes,no,month-to-month,credit card (automatic),85.05,1391.15,80,3739,missing,1729,1,1,1,0,1,1,0
strathmore,93267,36.141319,-119.129075,5,no,dsl,yes,no,yes,no,no,no,month-to-month,mailed check,55.8,274.35,69,2612,missing,5689,1,0,0,0,1,1,0
three rivers,93271,36.413433,-118.854708,72,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.95,1322.85,56,5092,missing,2318,1,0,1,1,1,0,0
tulare,93274,36.185471,-119.375243,48,no phone service,dsl,yes,no,yes,no,no,yes,one year,credit card (automatic),45.0,2196.3,21,5269,missing,56101,0,0,1,1,0,0,0
tupman,93276,35.316263,-119.402559,68,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),114.9,7843.55,77,5782,missing,236,0,0,1,0,1,0,0
visalia,93277,36.303793,-119.375646,30,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,bank transfer (automatic),106.4,3211.9,35,5503,missing,44741,0,0,0,0,1,0,0
wasco,93280,35.652242,-119.4464,3,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,46.1,130.15,39,4047,missing,22760,0,0,1,0,1,1,0
weldon,93283,35.55647,-118.244914,14,no phone service,dsl,yes,no,yes,yes,no,no,two year,mailed check,39.7,692.35,47,3162,missing,1935,0,1,0,0,0,0,0
wofford heights,93285,35.690535,-118.552784,4,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.05,85.5,57,4462,missing,2515,0,0,0,1,1,1,0
woodlake,93286,36.464635,-119.094348,71,yes,fiber optic,no,yes,yes,no,no,yes,two year,credit card (automatic),95.75,6849.4,26,4865,missing,8870,0,0,1,1,1,1,0
woody,93287,35.710244,-118.881679,8,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,24.4,203.95,35,2028,missing,88,1,0,1,0,1,0,0
visalia,93291,36.391777,-119.372842,61,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,bank transfer (automatic),33.6,2117.2,64,6495,missing,36718,1,0,1,1,0,0,0
visalia,93292,36.37559,-119.211689,72,yes,fiber optic,no,yes,yes,yes,no,no,two year,bank transfer (automatic),90.45,6565.85,35,4461,missing,30395,1,0,1,1,1,0,0
