customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,id,population,cluster_improved
0774-ifuvm,1,united states,california,stockton,95202,"37.959706, -121.287669",37.959706,-121.287669,male,no,yes,yes,11,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),65.15,723.35,no,0,42,5942,missing,1147,7071,0
3082-wqrvy,1,united states,california,stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,male,yes,yes,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,228.65,no,0,66,2962,missing,1148,16357,0
9553-dlclu,1,united states,california,stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,female,no,no,no,13,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.95,1161.75,no,0,27,5407,missing,1149,30476,0
1641-bybtk,1,united states,california,stockton,95205,"37.965695, -121.260051",37.965695,-121.260051,male,no,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,98.35,no,0,75,3478,missing,1150,34138,0
2460-ngxbj,1,united states,california,stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,male,yes,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.2,775.3,no,0,28,5193,missing,1151,49657,0
2446-zkvaf,1,united states,california,stockton,95207,"38.002125, -121.324979",38.002125,-121.324979,male,no,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.8,1074.65,no,0,59,5558,missing,1152,49965,0
3522-cdkhf,1,united states,california,stockton,95210,"38.033219, -121.297433",38.033219,-121.297433,female,no,yes,no,32,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.5,2324.7,no,0,76,3131,missing,1154,40611,0
1430-sfqsa,1,united states,california,stockton,95212,"38.049457, -121.21653",38.049457,-121.21653,male,no,no,no,29,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,mailed check,35.6,1072.6,no,0,74,3898,missing,1155,6951,0
0411-ezjze,1,united states,california,stockton,95215,"37.946282, -121.139499",37.946282,-121.139499,female,no,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,60.25,170.5,no,0,31,4830,missing,1156,23789,0
8807-arqet,1,united states,california,angels camp,95222,"38.071327, -120.632221",38.071327,-120.632221,female,no,no,no,41,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,40.35,1677.85,no,0,79,2454,missing,1160,4264,0
8992-ceuen,1,united states,california,arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,18.85,18.85,no,0,37,5084,missing,1161,5159,1
4320-qmlla,1,united states,california,avery,95224,"38.208336, -120.339938",38.208336,-120.339938,male,no,no,no,7,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,54.85,370.4,no,0,20,3481,missing,1162,115,0
8777-pvygu,1,united states,california,burson,95225,"38.183918, -120.898817",38.183918,-120.898817,female,no,yes,no,52,yes,no,dsl,yes,no,yes,no,yes,no,one year,yes,mailed check,64.3,3410.6,no,0,73,4405,missing,1163,27,0
8292-itgyj,1,united states,california,campo seco,95226,"38.233879, -120.861666",38.233879,-120.861666,female,no,yes,yes,45,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.65,1138.8,no,0,67,3043,missing,1164,75,0
6870-zwmnx,1,united states,california,clements,95227,"38.227285, -121.02789",38.227285,-121.02789,male,no,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),76.1,5264.25,no,0,67,5115,missing,1165,722,0
0621-cxbkl,1,united states,california,copperopolis,95228,"37.943954, -120.67108",37.943954,-120.67108,female,no,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,18.7,1005.7,no,0,54,4116,missing,1166,2633,0
5268-dsmnq,1,united states,california,farmington,95230,"37.956963, -120.863055",37.956963,-120.863055,female,yes,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),97.95,5936.55,no,0,50,5428,missing,1167,596,0
5334-jlaxu,1,united states,california,french camp,95231,"37.873283, -121.292034",37.873283,-121.292034,female,no,yes,no,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.1,5475.9,no,0,62,5267,missing,1168,5094,0
6242-mbhpk,1,united states,california,hathaway pines,95233,"38.184914, -120.364085",38.184914,-120.364085,female,yes,yes,no,23,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,2326.05,no,0,66,4025,missing,1170,335,0
9359-ugbtk,1,united states,california,lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,female,no,no,no,67,yes,no,dsl,yes,no,yes,yes,no,yes,one year,yes,bank transfer (automatic),72.35,4991.5,no,0,50,4910,missing,1172,3205,0
4782-osfxz,1,united states,california,lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,female,yes,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),82.7,5831.2,no,0,20,5089,missing,1174,22073,0
6479-oausd,1,united states,california,mokelumne hill,95245,"38.304194, -120.592431",38.304194,-120.592431,male,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,510.8,no,0,22,2130,missing,1175,2718,0
7129-acfog,1,united states,california,mountain ranch,95246,"38.264262, -120.515133",38.264262,-120.515133,female,no,no,no,5,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,53.8,283.95,no,0,78,2182,missing,1176,1692,0
4189-nakjs,1,united states,california,murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,male,no,no,no,26,yes,yes,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),51.55,1295.4,no,0,36,3130,missing,1177,4353,0
5562-betpv,1,united states,california,san andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,male,no,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,19.65,no,0,53,2539,missing,1178,3930,1
1282-ihqac,1,united states,california,sheep ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,male,yes,no,no,70,no,no phone service,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),44.05,3011.65,no,0,68,4022,missing,1179,88,0
9127-fhjbz,1,united states,california,vallecito,95251,"38.055562, -120.456298",38.055562,-120.456298,male,no,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,114.0,8093.15,no,0,29,4558,missing,1180,460,0
1641-rqday,1,united states,california,wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,female,yes,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.4,3217.65,no,0,59,4848,missing,1182,304,0
6994-orcwg,1,united states,california,wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951,female,no,no,no,14,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,mailed check,54.25,773.2,no,0,44,4423,missing,1184,435,0
1346-ufhax,1,united states,california,woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,female,no,no,no,13,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),80.0,1029.35,no,0,78,5577,missing,1185,4176,0
2933-xeujm,1,united states,california,ballico,95303,"37.4695, -120.672724",37.4695,-120.672724,female,no,no,no,46,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,no,mailed check,79.2,3593.8,no,0,63,2007,missing,1187,809,0
5461-qkntn,1,united states,california,catheys valley,95306,"37.394411, -120.127262",37.394411,-120.127262,male,yes,yes,no,43,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,94.3,3953.15,no,0,63,2040,missing,1189,986,0
4835-ysjmr,1,united states,california,ceres,95307,"37.553469, -120.952825",37.553469,-120.952825,male,no,no,no,39,yes,no,dsl,no,no,no,yes,no,no,two year,yes,bank transfer (automatic),49.8,1971.15,no,0,51,2202,missing,1190,32881,0
3164-yaxfy,1,united states,california,coulterville,95311,"37.722127, -120.110174",37.722127,-120.110174,male,no,no,no,57,no,no phone service,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,53.75,3196.0,no,0,58,5594,missing,1192,2271,0
0887-wbjvh,1,united states,california,cressey,95312,"37.420273, -120.66527",37.420273,-120.66527,female,no,yes,no,53,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,93.45,4872.2,no,0,20,4700,missing,1193,55,0
4660-iribm,1,united states,california,crows landing,95313,"37.435664, -121.049056",37.435664,-121.049056,male,no,yes,yes,18,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,mailed check,87.9,1500.5,no,0,33,5192,missing,1194,1508,0
7670-zbpoq,1,united states,california,denair,95316,"37.524721, -120.757977",37.524721,-120.757977,female,no,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer (automatic),61.05,3478.75,no,0,46,4411,missing,1196,5513,0
8089-uzwlx,1,united states,california,el nido,95317,"37.127386, -120.506422",37.127386,-120.506422,female,yes,no,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer (automatic),104.05,7413.55,no,0,70,4113,missing,1197,808,0
0080-orozo,1,united states,california,el portal,95318,"37.654551, -119.822984",37.654551,-119.822984,female,no,no,no,35,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,99.25,3532.0,no,0,36,3244,missing,1198,579,0
3916-nrpap,1,united states,california,escalon,95320,"37.818543, -121.006907",37.818543,-121.006907,male,no,no,no,3,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),85.7,256.75,no,0,33,5806,missing,1199,11474,0
6807-siwji,1,united states,california,groveland,95321,"37.902968, -119.667544",37.902968,-119.667544,male,no,no,no,38,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,104.85,3887.25,no,0,35,2709,missing,1200,3680,0
8221-hvayi,1,united states,california,gustine,95322,"37.147198, -121.120161",37.147198,-121.120161,male,no,yes,no,35,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,credit card (automatic),69.15,2490.15,no,0,61,3945,missing,1201,7872,0
5232-nxpay,1,united states,california,hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,female,no,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,74.45,3510.3,no,0,55,3459,missing,1203,7177,0
8967-szqas,1,united states,california,hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424,female,no,no,no,14,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.45,765.45,no,0,48,3185,missing,1204,128,0
4468-kazhe,1,united states,california,hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,female,yes,yes,no,20,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,60.0,1259.35,no,0,37,2399,missing,1205,6822,0
0455-entcr,1,united states,california,jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,male,no,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,85.25,5538.35,no,0,38,5012,missing,1206,9559,0
8944-ailef,1,united states,california,keyes,95328,"37.555631, -120.911653",37.555631,-120.911653,male,no,yes,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.45,340.85,no,0,67,2483,missing,1207,2130,0
5542-nkvru,1,united states,california,la grange,95329,"37.666587, -120.411517",37.666587,-120.411517,female,no,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.75,844.45,no,0,57,2574,missing,1208,1749,0
7126-rbhsd,1,united states,california,lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,female,no,yes,no,17,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,78.9,1348.95,no,0,38,2362,missing,1209,10834,0
5370-iivvl,1,united states,california,le grand,95333,"37.249377, -120.249581",37.249377,-120.249581,male,no,no,no,37,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),104.5,3778.0,no,0,21,4812,missing,1210,3256,0
6789-hjbwg,1,united states,california,livingston,95334,"37.361987, -120.748394",37.361987,-120.748394,female,no,no,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.4,611.65,no,0,70,5007,missing,1211,12672,0
9087-eycpr,1,united states,california,manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,female,no,no,no,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,1505.05,no,0,24,6355,missing,1213,36738,0
6791-ybnak,1,united states,california,manteca,95337,"37.750822, -121.238423",37.750822,-121.238423,male,no,yes,yes,18,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),25.55,467.85,no,0,28,4134,missing,1214,19867,0
6077-bdpxa,1,united states,california,merced,95340,"37.255637, -120.493537",37.255637,-120.493537,female,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,194.2,no,0,26,2228,missing,1216,59289,0
0013-mhzwf,1,united states,california,midpines,95345,"37.581496, -119.972762",37.581496,-119.972762,female,no,no,yes,9,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),69.4,571.45,no,0,55,5108,missing,1217,433,0
8268-ydixr,1,united states,california,merced,95348,"37.40122, -120.514191",37.40122,-120.514191,male,no,yes,no,56,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,93.15,5253.95,no,0,56,4778,missing,1219,23100,0
4291-shsbh,1,united states,california,modesto,95354,"37.639029, -120.964772",37.639029,-120.964772,male,no,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,521.35,no,0,71,4704,missing,1222,27135,0
6980-imxxe,1,united states,california,modesto,95355,"37.672906, -120.946594",37.672906,-120.946594,female,no,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.2,1412.65,no,0,34,5267,missing,1223,47613,0
0040-halcw,1,united states,california,modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,male,no,yes,yes,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.4,1090.6,no,0,60,6393,missing,1226,30668,0
0784-gtuuk,1,united states,california,newman,95360,"37.343846, -121.039391",37.343846,-121.039391,male,no,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),23.75,1446.8,no,0,66,4811,missing,1227,8504,0
2294-dmmus,1,united states,california,patterson,95363,"37.410236, -121.320337",37.410236,-121.320337,female,no,yes,yes,62,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),70.45,4300.45,no,0,37,5057,missing,1229,15536,0
0872-jcpib,1,united states,california,pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,male,no,no,no,17,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),65.75,1111.2,no,0,63,3921,missing,1230,235,0
3055-mjdsb,1,united states,california,planada,95365,"37.329725, -120.306399",37.329725,-120.306399,male,no,no,no,9,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.6,190.1,no,0,49,2323,missing,1231,4150,0
9091-wtuuy,1,united states,california,ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,male,no,yes,no,64,yes,no,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,69.25,4447.75,no,0,25,4226,missing,1232,12646,0
7115-irdhs,1,united states,california,sonora,95370,"37.982716, -120.343732",37.982716,-120.343732,female,no,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.65,1830.05,no,0,66,5065,missing,1236,25340,0
8496-dmzuk,1,united states,california,soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,male,no,no,no,30,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),90.4,2820.65,no,0,78,3171,missing,1237,1519,0
2040-vzike,1,united states,california,stevinson,95374,"37.316807, -120.855753",37.316807,-120.855753,female,no,yes,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,100.85,4847.35,no,0,53,5417,missing,1238,1960,0
9068-vpwqq,1,united states,california,tracy,95376,"37.680968, -121.446049",37.680968,-121.446049,male,no,yes,no,61,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),75.35,4729.3,no,0,35,6466,missing,1239,69801,0
0178-szbho,1,united states,california,tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,male,no,yes,yes,47,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,87.2,4017.45,no,0,76,3760,missing,1240,3979,0
0384-rvbpi,1,united states,california,turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,male,no,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card (automatic),64.4,1398.6,no,0,80,2120,missing,1241,40545,0
1299-aurja,1,united states,california,twain harte,95383,"38.107441, -120.230625",38.107441,-120.230625,female,no,yes,yes,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1685.9,no,0,59,5907,missing,1243,4848,0
4525-vzczg,1,united states,california,vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,male,no,no,yes,54,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,electronic check,105.85,5826.65,no,0,35,5915,missing,1244,274,0
1543-lllft,1,united states,california,waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,male,yes,yes,no,61,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,mailed check,98.3,6066.55,no,0,74,5413,missing,1245,8308,0
2788-cjqaq,1,united states,california,winton,95388,"37.421299, -120.599587",37.421299,-120.599587,male,no,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.45,270.2,no,0,37,3799,missing,1247,11463,0
0319-qztco,1,united states,california,santa rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,female,no,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),58.7,168.6,no,0,52,3654,missing,1249,36125,0
2120-smpex,1,united states,california,santa rosa,95403,"38.488431, -122.752839",38.488431,-122.752839,male,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.15,536.35,no,0,58,3848,missing,1250,40270,0
0096-fcpuf,1,united states,california,santa rosa,95404,"38.526941, -122.709096",38.526941,-122.709096,male,no,no,no,30,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,mailed check,64.5,1888.45,no,0,48,5039,missing,1251,35057,0
0668-ogmhd,1,united states,california,santa rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,female,no,yes,no,21,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,28.5,629.35,no,0,77,3766,missing,1252,22250,0
6507-zjsur,1,united states,california,albion,95410,"39.225694, -123.717354",39.225694,-123.717354,male,yes,yes,no,23,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.45,2117.25,no,0,24,5272,missing,1255,1054,0
9408-hrxrk,1,united states,california,annapolis,95412,"38.731055, -123.316553",38.731055,-123.316553,female,no,yes,yes,45,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,105.15,4730.9,no,0,22,5915,missing,1256,747,0
5593-suaoo,1,united states,california,boonville,95415,"39.025867, -123.381544",39.025867,-123.381544,female,no,yes,yes,24,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,bank transfer (automatic),83.15,2033.05,no,0,53,2404,missing,1257,1374,0
6766-hfkla,1,united states,california,cazadero,95421,"38.578807, -123.19338",38.578807,-123.19338,female,no,yes,no,56,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),103.2,5744.35,no,0,34,4534,missing,1261,1575,0
7617-eyglw,1,united states,california,clearlake oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.45,19.45,no,0,64,5820,missing,1263,3684,1
9220-znkji,1,united states,california,cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,female,yes,yes,no,55,yes,no,fiber optic,no,no,yes,yes,yes,no,two year,no,credit card (automatic),88.8,4805.3,no,0,73,4291,missing,1266,1591,0
2226-icfdo,1,united states,california,covelo,95428,"39.83307, -123.178765",39.83307,-123.178765,female,no,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.9,6110.75,no,0,72,6361,missing,1268,2296,0
0723-vsobe,1,united states,california,dos rios,95429,"39.756049, -123.358701",39.756049,-123.358701,female,yes,no,no,45,no,no phone service,dsl,no,no,no,no,no,yes,one year,no,electronic check,34.2,1596.6,no,0,38,5715,missing,1269,91,0
5529-gibvh,1,united states,california,duncans mills,95430,"38.445603, -123.063756",38.445603,-123.063756,female,no,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,1046.2,no,0,74,2618,missing,1270,187,0
9992-ujoel,1,united states,california,elk,95432,"39.108252, -123.645121",39.108252,-123.645121,male,no,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.3,92.75,no,0,33,5870,missing,1272,383,0
4741-wwjqz,1,united states,california,forestville,95436,"38.499302, -122.92444",38.499302,-122.92444,female,no,yes,no,2,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,electronic check,80.15,194.55,no,0,26,5251,missing,1273,6216,0
6625-utxew,1,united states,california,fort bragg,95437,"39.455555, -123.683979",39.455555,-123.683979,female,no,yes,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.25,612.1,no,0,57,3097,missing,1274,14417,0
6244-besbm,1,united states,california,geyserville,95441,"38.731771, -123.064272",38.731771,-123.064272,male,no,yes,yes,69,yes,no,fiber optic,no,no,no,yes,yes,yes,two year,yes,credit card (automatic),95.2,6671.7,no,0,34,6166,missing,1276,2349,0
1004-noznr,1,united states,california,glen ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,male,yes,no,yes,56,yes,no,fiber optic,yes,no,no,no,yes,yes,one year,no,credit card (automatic),94.8,5264.3,no,0,59,5693,missing,1277,4101,0
1251-stysz,1,united states,california,glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,female,yes,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.25,303.7,no,0,20,3828,missing,1278,175,0
2612-phgox,1,united states,california,graton,95444,"38.434362, -122.86891",38.434362,-122.86891,male,no,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),76.1,4818.8,no,0,26,4222,missing,1279,390,0
8480-pponv,1,united states,california,guerneville,95446,"38.52576, -123.013347",38.52576,-123.013347,male,no,yes,yes,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),115.55,7159.05,no,0,25,6349,missing,1281,4913,0
8780-ihcrn,1,united states,california,healdsburg,95448,"38.618347, -122.908422",38.618347,-122.908422,male,no,yes,yes,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.65,1574.5,no,0,40,4392,missing,1282,17979,0
4598-zadck,1,united states,california,hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,female,no,no,no,53,no,no phone service,dsl,yes,yes,yes,yes,yes,no,one year,yes,electronic check,53.6,2879.2,no,0,28,5183,missing,1283,1373,0
1257-sxuxq,1,united states,california,jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,male,no,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.45,86.05,no,0,79,4573,missing,1284,438,0
9681-kygyb,1,united states,california,kelseyville,95451,"38.93496, -122.792243",38.93496,-122.792243,male,yes,yes,no,49,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,88.2,4159.45,no,0,24,5987,missing,1285,9902,0
7182-ovlbj,1,united states,california,kenwood,95452,"38.419525, -122.521585",38.419525,-122.521585,female,no,yes,yes,62,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),101.15,6638.35,no,0,36,5735,missing,1286,1653,0
5095-etbrj,1,united states,california,lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,female,no,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,56.8,3112.05,no,0,33,4702,missing,1287,11180,0
7005-cyuil,1,united states,california,laytonville,95454,"39.806141, -123.531098",39.806141,-123.531098,female,yes,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,electronic check,99.4,7168.25,no,0,29,4964,missing,1288,2706,0
4821-wqoyn,1,united states,california,little river,95456,"39.245911, -123.77214",39.245911,-123.77214,female,no,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.1,1326.25,no,0,41,4603,missing,1289,882,0
4730-awnau,1,united states,california,lower lake,95457,"38.925545, -122.549083",38.925545,-122.549083,male,no,yes,no,36,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,credit card (automatic),60.7,2234.55,no,0,69,3671,missing,1290,2644,0
3452-flhyd,1,united states,california,lucerne,95458,"39.141934, -122.770679",39.141934,-122.770679,male,no,yes,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.95,495.15,no,0,77,5682,missing,1291,3002,0
2388-laesq,1,united states,california,manchester,95459,"38.966713, -123.586412",38.966713,-123.586412,female,yes,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.85,8317.95,no,0,26,4796,missing,1292,586,0
9531-nsbmr,1,united states,california,mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,female,no,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.25,679.8,no,0,79,4904,missing,1293,2229,0
6260-onulr,1,united states,california,middletown,95461,"38.787446, -122.58675",38.787446,-122.58675,male,no,no,no,1,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed check,62.8,62.8,no,0,36,2438,missing,1294,7789,1
4389-uefcz,1,united states,california,monte rio,95462,"38.471049, -123.015549",38.471049,-123.015549,female,no,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,electronic check,105.5,7544.0,no,0,62,5551,missing,1295,1537,0
