customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,id,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
6794-hkiaj,1,united states,california,redondo beach,90278,"33.873395, -118.37019",33.873395,-118.37019,62,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,bank transfer (automatic),90.7,5586.45,0,67,5496,missing,92,37322,1,0,0,0,1,0,0
5578-nkcxi,1,united states,california,south gate,90280,"33.944624, -118.192615",33.944624,-118.192615,58,no,fiber optic,yes,yes,no,no,yes,yes,one year,credit card (automatic),99.25,5846.65,0,22,4098,missing,93,96267,0,0,1,1,1,0,0
1642-hmarx,1,united states,california,topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,68,yes,dsl,yes,yes,yes,yes,yes,yes,two year,electronic check,91.7,6424.7,0,77,4113,missing,94,5451,0,0,1,0,1,1,0
3096-wpxbt,1,united states,california,venice,90291,"33.991782, -118.479229",33.991782,-118.479229,61,yes,fiber optic,yes,yes,yes,no,no,yes,one year,credit card (automatic),100.7,6018.65,0,57,4804,missing,95,31021,0,0,1,1,1,1,0
8434-pnqzx,1,united states,california,marina del rey,90292,"33.977468, -118.445475",33.977468,-118.445475,42,yes,dsl,no,no,yes,yes,yes,yes,two year,credit card (automatic),78.45,3373.4,0,30,3192,missing,96,18058,0,0,0,0,1,1,0
5950-aaagj,1,united states,california,playa del rey,90293,"33.947305, -118.439841",33.947305,-118.439841,18,yes,fiber optic,no,no,no,no,yes,no,month-to-month,bank transfer (automatic),84.3,1537.9,0,72,4612,missing,97,11264,1,0,0,0,1,0,0
4299-opxej,1,united states,california,inglewood,90301,"33.956445, -118.358634",33.956445,-118.358634,56,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.55,1080.55,0,56,5764,missing,98,37527,0,0,0,0,1,1,0
9618-lfjru,1,united states,california,inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,4,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.45,82.85,0,40,4344,missing,100,27778,0,0,0,0,1,0,0
6693-djwty,1,united states,california,inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,35,no,dsl,yes,yes,no,no,no,no,one year,credit card (automatic),55.6,2016.45,0,80,5964,missing,101,28680,0,0,0,1,1,0,0
0744-gknge,1,united states,california,inglewood,90305,"33.958134, -118.330905",33.958134,-118.330905,64,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,bank transfer (automatic),86.8,5327.25,0,70,4915,missing,102,13779,0,0,1,1,1,1,0
6447-egdiv,1,united states,california,santa monica,90401,"34.015481, -118.493231",34.015481,-118.493231,31,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.95,683.25,0,69,5772,missing,103,5221,0,0,0,0,1,0,0
1167-oyzjf,1,united states,california,santa monica,90402,"34.035849, -118.503508",34.035849,-118.503508,67,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.05,1263.05,0,76,4934,missing,104,11509,0,1,1,0,1,1,0
4806-dxqce,1,united states,california,santa monica,90404,"34.026334, -118.474222",34.026334,-118.474222,70,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,electronic check,113.65,7714.65,0,46,6146,missing,106,19975,0,1,1,0,1,1,0
4854-ssltn,1,united states,california,torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,2,no,dsl,yes,yes,no,yes,no,no,two year,mailed check,59.5,130.5,0,61,5613,missing,109,17058,1,0,1,1,1,0,0
5294-dmsfh,1,united states,california,torrance,90503,"33.840399, -118.353714",33.840399,-118.353714,29,no,fiber optic,no,no,no,no,yes,yes,month-to-month,credit card (automatic),87.8,2621.75,0,25,4780,missing,110,41979,0,0,1,1,1,1,0
4837-pztic,1,united states,california,torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,47,no phone service,dsl,yes,no,yes,yes,no,no,two year,mailed check,41.9,1875.25,0,45,2540,missing,111,31678,0,0,0,0,0,0,0
0603-olqdc,1,united states,california,whittier,90601,"34.007353, -118.033683",34.007353,-118.033683,12,no,dsl,yes,no,no,no,yes,yes,month-to-month,mailed check,69.85,837.5,0,36,5796,missing,113,32050,1,0,0,1,1,1,0
3272-vuhpv,1,united states,california,whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,8,no,dsl,no,yes,no,yes,no,no,month-to-month,bank transfer (automatic),56.3,401.5,0,21,3135,missing,114,26265,0,0,1,1,1,0,0
4176-fxybo,1,united states,california,whittier,90603,"33.945318, -117.992066",33.945318,-117.992066,54,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,electronic check,109.55,6118.95,0,42,6130,missing,115,19109,1,0,1,0,1,0,0
1063-dhqjf,1,united states,california,whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,69,no,fiber optic,no,yes,no,yes,yes,no,two year,mailed check,92.15,6480.9,0,30,5817,missing,116,37887,1,0,1,1,1,1,0
8663-updgf,1,united states,california,whittier,90605,"33.960891, -118.032222",33.960891,-118.032222,26,yes,dsl,yes,yes,no,no,yes,no,month-to-month,bank transfer (automatic),69.5,1800.05,0,55,3866,missing,117,38181,0,0,0,0,1,1,0
6719-fgedo,1,united states,california,whittier,90606,"33.976678, -118.065875",33.976678,-118.065875,72,yes,fiber optic,yes,yes,yes,yes,no,no,two year,bank transfer (automatic),97.0,7104.2,0,67,6302,missing,118,32148,0,0,1,0,1,1,0
1837-yquce,1,united states,california,buena park,90620,"33.845706, -118.012204",33.845706,-118.012204,70,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,bank transfer (automatic),58.35,4214.25,0,55,4093,missing,119,44442,0,0,0,0,0,1,0
0369-zgovk,1,united states,california,cypress,90630,"33.818477, -118.038307",33.818477,-118.038307,28,no,fiber optic,no,no,no,no,no,no,one year,bank transfer (automatic),70.4,1992.2,0,54,5195,missing,122,47344,0,0,1,1,1,1,0
9919-knpoo,1,united states,california,la mirada,90638,"33.902045, -118.008961",33.902045,-118.008961,21,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.3,1948.35,0,55,2058,missing,124,47568,0,0,1,0,1,1,0
7872-baazr,1,united states,california,norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,53,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.55,1007.9,0,29,4670,missing,126,103214,0,0,1,1,1,0,0
9391-lmann,1,united states,california,pico rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,53,no,fiber optic,yes,yes,yes,no,no,yes,one year,electronic check,95.95,5036.9,0,61,4523,missing,127,63288,1,0,0,1,1,0,0
8174-tbvcf,1,united states,california,stanton,90680,"33.801869, -117.995068",33.801869,-117.995068,70,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),94.8,6859.05,0,71,5072,missing,129,29694,0,0,1,0,1,1,0
1698-xfzci,1,united states,california,artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,61,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,electronic check,107.75,6521.9,0,29,5364,missing,130,16398,1,0,0,0,1,1,0
1877-hkbqx,1,united states,california,cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,11,no,dsl,yes,no,no,yes,no,no,one year,mailed check,54.6,617.85,0,49,2573,missing,131,51556,0,0,0,0,1,1,0
4450-dllmh,1,united states,california,avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,2,no,fiber optic,no,no,no,no,no,no,month-to-month,credit card (automatic),71.3,157.75,0,43,2274,missing,132,3699,1,0,0,0,1,1,0
0428-axxlj,1,united states,california,bellflower,90706,"33.887676, -118.127289",33.887676,-118.127289,25,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.5,516.3,0,36,4761,missing,133,72893,1,0,0,0,1,1,0
2746-dijlo,1,united states,california,harbor city,90710,"33.798266, -118.300237",33.798266,-118.300237,41,yes,dsl,no,yes,no,no,no,no,one year,credit card (automatic),56.3,2364,0,46,2994,missing,134,24660,0,0,0,0,1,1,0
3508-vlhcz,1,united states,california,lakewood,90715,"33.841027, -118.078097",33.841027,-118.078097,71,yes,dsl,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),90.55,6239.05,0,66,6009,missing,137,20890,0,0,1,1,1,1,0
4086-atnfv,1,united states,california,hawaiian gardens,90716,"33.830431, -118.074071",33.830431,-118.074071,34,no,dsl,yes,yes,yes,no,no,no,one year,mailed check,60.8,2042.05,0,48,4522,missing,138,14852,0,0,1,1,1,1,0
0468-yrpxn,1,united states,california,lomita,90717,"33.794209, -118.317354",33.794209,-118.317354,29,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,credit card (automatic),98.8,2807.1,0,42,4580,missing,139,21065,1,0,0,0,1,1,0
5996-nrvxr,1,united states,california,los alamitos,90720,"33.79499, -118.065591",33.79499,-118.065591,40,no,fiber optic,yes,yes,yes,yes,yes,no,one year,credit card (automatic),98.15,4116.8,0,53,4332,missing,140,21343,1,1,1,0,1,1,0
3739-ybwab,1,united states,california,paramount,90723,"33.897122, -118.164432",33.897122,-118.164432,36,no phone service,dsl,yes,no,yes,no,no,no,one year,mailed check,35.35,1317.95,0,60,3314,missing,141,55306,1,0,1,0,0,0,0
7047-fweya,1,united states,california,san pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,46,yes,fiber optic,no,yes,no,yes,yes,yes,one year,electronic check,103.15,4594.65,0,32,3517,missing,142,58639,0,0,1,0,1,1,0
2000-mpkca,1,united states,california,san pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,58,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,electronic check,107.75,6332.75,0,57,5121,missing,143,21279,0,0,0,0,1,1,0
9762-yaqaa,1,united states,california,seal beach,90740,"33.75462, -118.071128",33.75462,-118.071128,39,yes,fiber optic,no,yes,no,no,no,no,one year,credit card (automatic),81.4,3213.75,0,22,4104,missing,144,24180,1,0,0,0,1,0,0
5473-khbps,1,united states,california,surfside,90743,"33.728273, -118.085304",33.728273,-118.085304,52,yes,fiber optic,no,yes,yes,no,yes,no,one year,credit card (automatic),95.7,4976.15,0,31,4415,missing,146,174,0,0,1,1,1,1,0
0100-duvfc,1,united states,california,wilmington,90744,"33.782068, -118.262263",33.782068,-118.262263,70,yes,fiber optic,no,yes,yes,no,yes,yes,one year,electronic check,104.8,7308.95,0,57,5291,missing,147,53323,1,1,1,0,1,1,0
5397-tupsh,1,united states,california,carson,90745,"33.822295, -118.26411",33.822295,-118.26411,65,no,fiber optic,no,no,no,no,no,no,one year,bank transfer (automatic),70.95,4555.2,0,30,4871,missing,148,55486,1,1,1,0,1,1,0
8950-mtznv,1,united states,california,carson,90746,"33.859171, -118.252272",33.859171,-118.252272,1,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,44.95,44.95,0,75,3256,missing,149,25566,1,0,0,0,1,1,0
0326-vdyxe,1,united states,california,long beach,90802,"33.752524, -118.210737",33.752524,-118.210737,70,yes,fiber optic,no,no,yes,no,yes,yes,one year,electronic check,97.65,6982.5,0,35,4252,missing,150,38427,0,0,1,0,1,1,0
6773-lqtvt,1,united states,california,long beach,90803,"33.760458, -118.129725",33.760458,-118.129725,29,no phone service,dsl,no,yes,yes,no,no,no,month-to-month,mailed check,35.65,1025.15,0,46,4107,missing,151,31352,0,1,1,1,0,1,0
0436-twffz,1,united states,california,long beach,90805,"33.864622, -118.179626",33.864622,-118.179626,67,yes,dsl,yes,no,yes,yes,yes,yes,two year,mailed check,85.25,5714.2,0,61,6322,missing,153,91664,0,0,0,0,1,1,0
8566-yprgl,1,united states,california,long beach,90806,"33.802664, -118.179971",33.802664,-118.179971,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.5,19.5,0,23,5279,missing,154,49647,0,0,0,0,1,1,0
6609-mxjhj,1,united states,california,long beach,90808,"33.823943, -118.111335",33.823943,-118.111335,30,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,25.1,789.55,0,35,5851,missing,156,37417,0,0,1,1,1,1,0
2669-oidsd,1,united states,california,long beach,90810,"33.819814, -118.222416",33.819814,-118.222416,48,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,credit card (automatic),100.05,4834,0,34,3468,missing,157,35656,0,0,1,0,1,1,0
8400-wzicq,1,united states,california,long beach,90813,"33.781086, -118.199049",33.781086,-118.199049,55,no,dsl,yes,yes,no,no,no,no,month-to-month,electronic check,55.7,3131.8,0,61,4149,missing,158,63136,0,0,1,1,1,0,0
9576-syuhj,1,united states,california,long beach,90815,"33.797638, -118.11662",33.797638,-118.11662,37,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,electronic check,91.15,3369.25,0,37,3194,missing,160,38902,1,0,0,0,1,1,0
0410-ipfty,1,united states,california,long beach,90822,"33.778436, -118.118648",33.778436,-118.118648,31,no,fiber optic,no,yes,no,no,no,yes,month-to-month,bank transfer (automatic),83.85,2674.15,0,56,4283,missing,161,425,0,0,1,0,1,1,0
2831-ebwrn,1,united states,california,altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,4,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,45.9,199.75,0,39,3200,missing,162,36243,1,0,0,0,1,1,0
9430-nkqly,1,united states,california,arcadia,91006,"34.137319, -118.029837",34.137319,-118.029837,72,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),25.1,1790.8,0,52,4185,missing,163,30028,1,0,1,1,1,1,0
0247-sluji,1,united states,california,duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.7,19.7,0,43,2004,missing,165,27414,1,0,1,1,1,0,0
9402-orrah,1,united states,california,la canada flintridge,91011,"34.234912, -118.153729",34.234912,-118.153729,15,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,91.5,1400.3,0,41,4173,missing,166,20200,0,1,0,0,1,1,0
6483-oatdn,1,united states,california,monrovia,91016,"34.1528, -118.000482",34.1528,-118.000482,8,no,dsl,yes,no,no,no,no,no,month-to-month,credit card (automatic),51.3,411.6,0,66,2545,missing,167,41067,1,0,1,1,1,1,0
1293-hhshj,1,united states,california,montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,35,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,21.1,741,0,79,5707,missing,168,7527,0,0,0,0,1,0,0
4840-orqxb,1,united states,california,sierra madre,91024,"34.168686, -118.057505",34.168686,-118.057505,56,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,104.75,5841.35,0,35,5128,missing,169,10558,0,1,0,0,1,0,0
3982-dqlus,1,united states,california,sunland,91040,"34.282704, -118.312929",34.282704,-118.312929,65,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,electronic check,85.75,5688.45,0,21,4978,missing,171,18752,1,1,1,1,1,1,0
8610-zikjj,1,united states,california,tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,2,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.3,31.9,0,58,2843,missing,172,26753,0,0,1,1,1,0,0
3756-vnwdh,1,united states,california,pasadena,91101,"34.146635, -118.139225",34.146635,-118.139225,65,yes,fiber optic,yes,no,no,no,yes,yes,one year,electronic check,100.75,6674.65,0,66,4368,missing,173,16812,1,1,1,0,1,1,0
7801-kicao,1,united states,california,pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,18,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,74.15,1345.75,0,73,5033,missing,174,27891,0,0,0,0,1,1,0
7673-lprny,1,united states,california,pasadena,91104,"34.165383, -118.123752",34.165383,-118.123752,23,yes,dsl,yes,no,yes,no,yes,yes,one year,electronic check,78.55,1843.05,0,47,3127,missing,175,38460,0,0,0,0,1,1,0
6060-qbmgv,1,united states,california,pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,70,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.85,1433.8,0,39,4442,missing,177,23742,1,0,1,0,1,0,0
7339-pogzn,1,united states,california,pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,4,yes,dsl,no,no,no,no,no,no,month-to-month,electronic check,50.7,214.55,0,60,4288,missing,178,32369,0,0,0,0,1,0,0
2828-slqpf,1,united states,california,san marino,91108,"34.122671, -118.112911",34.122671,-118.112911,19,no,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),45.0,865.85,0,62,4519,missing,179,13158,1,0,0,0,1,1,0
4465-vdkiq,1,united states,california,glendale,91201,"34.17051, -118.289463",34.17051,-118.289463,18,no,fiber optic,no,yes,yes,no,no,no,month-to-month,electronic check,77.8,1358.6,0,42,4228,missing,180,23981,0,0,0,0,1,0,0
2921-xwdjh,1,united states,california,glendale,91202,"34.167926, -118.267539",34.167926,-118.267539,38,no,fiber optic,yes,no,no,no,no,yes,month-to-month,electronic check,83.45,3147.15,0,49,2768,missing,181,21990,0,1,1,0,1,1,0
2558-buozz,1,united states,california,glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,47,yes,fiber optic,yes,yes,no,no,yes,no,one year,bank transfer (automatic),94.8,4535.85,0,66,5022,missing,183,17015,1,0,0,0,1,0,0
9257-azmtz,1,united states,california,glendale,91205,"34.13658, -118.245839",34.13658,-118.245839,52,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.1,1078.75,0,71,4529,missing,184,41390,0,0,1,1,1,0,0
0003-mknfe,1,united states,california,glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,9,yes,dsl,no,no,no,no,no,yes,month-to-month,mailed check,59.9,542.4,0,66,5414,missing,185,31297,1,0,0,0,1,0,0
0975-uydtx,1,united states,california,glendale,91207,"34.182378, -118.262922",34.182378,-118.262922,26,yes,dsl,yes,yes,yes,yes,yes,yes,one year,credit card (automatic),90.1,2312.55,0,39,2068,missing,186,9864,0,0,1,0,1,1,0
4682-blbuc,1,united states,california,la crescenta,91214,"34.239636, -118.245259",34.239636,-118.245259,44,no,dsl,no,yes,yes,yes,yes,no,one year,electronic check,70.95,3250.45,0,66,3678,missing,188,29110,1,0,1,0,1,1,0
0975-voovl,1,united states,california,agoura hills,91301,"34.129058, -118.759788",34.129058,-118.759788,3,no phone service,dsl,no,yes,no,no,no,no,month-to-month,mailed check,29.2,98.5,0,48,4699,missing,189,25303,0,0,0,0,0,0,0
5968-vxzlg,1,united states,california,calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,2,no,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),46.6,87.9,0,54,5096,missing,190,23661,1,0,0,0,1,1,0
5201-frkks,1,united states,california,winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,25,no,fiber optic,yes,no,no,no,no,no,month-to-month,bank transfer (automatic),74.3,1952.25,0,64,4815,missing,193,43857,1,0,0,0,1,0,0
9799-cayjj,1,united states,california,west hills,91307,"34.199787, -118.68493",34.199787,-118.68493,2,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.3,153.8,0,58,2901,missing,194,23637,0,1,1,0,1,1,0
5443-scmkx,1,united states,california,newbury park,91320,"34.172071, -118.946262",34.172071,-118.946262,58,yes,fiber optic,no,yes,yes,no,no,yes,one year,electronic check,94.3,5610.15,0,77,6166,missing,197,37779,0,0,1,0,1,1,0
8295-kmene,1,united states,california,newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,59,yes,dsl,yes,no,yes,yes,yes,no,two year,mailed check,76.45,4519.5,0,27,5978,missing,198,30742,0,0,1,1,1,1,0
6738-iscbm,1,united states,california,northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,44,no phone service,dsl,yes,no,yes,no,yes,yes,one year,electronic check,54.0,2440.25,0,36,4256,missing,199,25751,1,0,0,0,0,1,0
9821-besnz,1,united states,california,northridge,91325,"34.236683, -118.517588",34.236683,-118.517588,66,yes,fiber optic,no,yes,no,yes,yes,yes,one year,electronic check,104.25,6860.6,0,42,4915,missing,200,32307,1,0,0,0,1,1,0
3678-mngzx,1,united states,california,porter ranch,91326,"34.281911, -118.556218",34.281911,-118.556218,68,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.95,1377.7,0,53,4165,missing,201,28067,1,0,1,1,1,0,0
1335-ntiuc,1,united states,california,pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,9,no phone service,dsl,no,no,no,no,no,no,month-to-month,electronic check,24.95,190.25,0,24,5473,missing,202,97318,1,0,0,0,0,1,0
2916-bqzln,1,united states,california,reseda,91335,"34.200175, -118.540958",34.200175,-118.540958,19,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,electronic check,84.75,1651.95,0,24,5157,missing,203,68018,1,0,0,0,1,1,0
4558-cgycz,1,united states,california,san fernando,91340,"34.286131, -118.435969",34.286131,-118.435969,4,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.75,78.3,0,25,4987,missing,204,33389,1,0,0,0,1,0,0
2368-gakkq,1,united states,california,sylmar,91342,"34.321621, -118.399841",34.321621,-118.399841,70,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),113.65,7939.25,0,75,6424,missing,205,81986,0,0,0,0,1,1,0
8710-yglwg,1,united states,california,north hills,91343,"34.238802, -118.482296",34.238802,-118.482296,1,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,44.9,44.9,0,21,2451,missing,206,57017,1,0,0,0,1,1,0
3199-xgzcy,1,united states,california,granada hills,91344,"34.291273, -118.505104",34.291273,-118.505104,8,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,75.25,576.7,0,74,2332,missing,207,48867,0,0,0,0,1,1,0
3785-ktysh,1,united states,california,mission hills,91345,"34.266389, -118.459744",34.266389,-118.459744,53,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,24.6,1279,0,44,4610,missing,208,17112,1,0,0,0,1,0,0
6814-zpwfq,1,united states,california,santa clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,51,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),25.0,1260.7,0,49,5896,missing,209,40077,1,1,0,0,1,0,0
4063-eiknq,1,united states,california,canyon country,91351,"34.422519, -118.420717",34.422519,-118.420717,11,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.95,267.35,0,31,4075,missing,210,59259,1,0,1,1,1,0,0
6993-ycobk,1,united states,california,sun valley,91352,"34.231053, -118.338307",34.231053,-118.338307,60,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,electronic check,110.6,6586.85,0,22,5756,missing,211,46639,1,0,1,1,1,1,0
5206-hpjkm,1,united states,california,valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,17,no,dsl,yes,yes,no,no,no,no,month-to-month,credit card (automatic),55.5,934.15,0,38,3190,missing,212,17846,1,0,0,0,1,1,0
8393-jmvmb,1,united states,california,thousand oaks,91360,"34.214054, -118.88109",34.214054,-118.88109,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.45,19.45,0,48,2133,missing,215,42526,1,0,0,0,1,0,0
5019-gqvcr,1,united states,california,westlake village,91361,"34.130992, -118.894673",34.130992,-118.894673,43,yes,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,84.85,3645.6,0,56,4556,missing,216,18735,1,1,0,0,1,1,0
6036-ttfyu,1,united states,california,thousand oaks,91362,"34.191842, -118.822796",34.191842,-118.822796,16,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.6,314.45,0,79,4298,missing,217,33057,0,0,1,0,1,0,0
2550-aevru,1,united states,california,woodland hills,91364,"34.153733, -118.593408",34.153733,-118.593408,57,no,dsl,yes,yes,no,no,no,no,one year,electronic check,53.45,3053,0,21,5660,missing,218,25988,0,0,1,1,1,0,0
0969-rgkcu,1,united states,california,woodland hills,91367,"34.178068, -118.615714",34.178068,-118.615714,37,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,677.05,0,24,5137,missing,219,36123,1,0,1,1,1,0,0
0378-cjkpv,1,united states,california,oak park,91377,"34.19225, -118.776874",34.19225,-118.776874,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),112.1,7965.95,0,62,4272,missing,220,14814,0,0,1,0,1,0,0
2880-fpnae,1,united states,california,van nuys,91405,"34.202494, -118.448048",34.202494,-118.448048,2,no,fiber optic,no,no,yes,no,no,no,month-to-month,electronic check,74.2,140.1,0,32,3170,missing,226,51348,1,1,1,0,1,1,0
1703-mgiab,1,united states,california,van nuys,91406,"34.195685, -118.490752",34.195685,-118.490752,17,yes,dsl,no,no,yes,yes,yes,no,month-to-month,mailed check,69.0,1108,0,22,4439,missing,227,50047,0,0,0,0,1,1,0
4311-qttai,1,united states,california,van nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,16,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,credit card (automatic),19.35,295.55,0,22,2017,missing,228,23646,0,0,0,0,1,0,0
4318-rajvy,1,united states,california,encino,91436,"34.152875, -118.486056",34.152875,-118.486056,10,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.8,198.25,0,34,5270,missing,230,13129,0,0,0,0,1,1,0
3612-yungg,1,united states,california,burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,64,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,credit card (automatic),109.2,6741.15,0,34,5543,missing,232,11517,1,0,1,1,1,1,0
2254-dlxri,1,united states,california,burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,mailed check,79.15,79.15,0,57,2742,missing,233,25882,0,0,0,0,1,1,0
5062-cjjkh,1,united states,california,burbank,91505,"34.174215, -118.345928",34.174215,-118.345928,25,no,dsl,no,yes,yes,no,no,no,one year,mailed check,53.65,1355.45,0,25,5854,missing,234,29245,1,0,1,1,1,0,0
9028-lihrp,1,united states,california,burbank,91506,"34.169706, -118.323548",34.169706,-118.323548,71,no,fiber optic,yes,yes,yes,yes,yes,no,two year,credit card (automatic),100.2,7209,0,55,5502,missing,235,18539,1,0,1,1,1,0,0
1053-mxttk,1,united states,california,north hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786,72,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),108.65,7726.35,0,48,5730,missing,237,16996,0,0,1,1,1,1,0
1530-ztdoz,1,united states,california,studio city,91604,"34.139082, -118.39275",34.139082,-118.39275,49,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,bank transfer (automatic),40.65,2070.75,0,29,5565,missing,238,26157,0,0,1,0,0,0,0
1301-lopvr,1,united states,california,north hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,29,no phone service,dsl,yes,yes,yes,yes,no,yes,one year,credit card (automatic),55.35,1636.95,0,70,5138,missing,239,57146,1,0,1,1,0,1,0
